Flora,291358,23,Fisica
Julia,716984,31,Fisica
Tiago,348648,12,Medicina
Rodrigo,468006,46,Letras
Zeca,864679,19,Odontologia
Maria,926505,33,Quimica
Maria,661063,70,Medicina
Tiago,848521,65,Quimica
Jose,858915,62,Computacao
Celia,195708,63,Quimica
Marcos,226552,24,Matematica
Luisa,135963,55,Quimica
Rodrigo,269193,32,Letras
Lara,626760,61,Matematica
Marcos,319707,55,Quimica
Clara,645140,38,Odontologia
Clara,131086,89,Computacao
Joao,610664,90,Quimica
Rodrigo,781477,10,Odontologia
Jose,604821,46,Computacao
Celia,478144,22,Matematica
Rodrigo,925345,17,Matematica
Julia,319820,90,Administracao
Clara,569916,42,Matematica
Tiago,858545,52,Fisica
Luisa,353922,54,Quimica
Pedro,527213,63,Fisica
Marcia,768749,46,Direito
Lucas,955204,83,Engenharia
Tiago,283194,33,Quimica
Lara,898583,60,Administracao
Amanda,868761,22,Quimica
Rodrigo,157803,36,Engenharia
Amanda,310702,31,Computacao
Lara,130096,42,Matematica
Joao,913070,97,Odontologia
Julia,641222,50,Fisica
Lara,728191,98,Odontologia
Zeca,115034,31,Medicina
Julia,982147,24,Direito
Lucia,995127,38,Fisica
Luisa,544132,21,Computacao
Ana,920725,14,Letras
Clara,101254,67,Engenharia
Flora,958907,59,Direito
Marcia,554812,36,Letras
Lucas,420144,42,Matematica
Pedro,535078,73,Quimica
Tiago,391480,87,Direito
Flora,215111,28,Letras
Pedro,276613,65,Direito
Marcos,803917,12,Matematica
Marcia,402800,44,Engenharia
Julia,532298,14,Administracao
Joao,269697,66,Matematica
Marcia,746957,62,Fisica
Clara,178428,23,Matematica
Marcia,138904,60,Medicina
Celia,928168,97,Engenharia
Marcos,364117,100,Medicina
Flora,568273,80,Engenharia
Flora,465575,46,Quimica
Flora,658449,64,Quimica
Pedro,844524,97,Matematica
Jose,284064,17,Fisica
Pedro,708801,54,Fisica
Marcos,452174,68,Direito
Marcos,420619,77,Matematica
Pedro,261803,11,Direito
Celia,739235,20,Letras
Tiago,311233,100,Direito
Clara,875051,28,Direito
Marcia,638723,20,Medicina
Celia,778293,45,Administracao
Maria,328795,28,Letras
Marcos,787927,40,Engenharia
Joao,272507,26,Engenharia
Celia,204301,35,Fisica
Joao,643669,97,Administracao
Lucas,441510,66,Direito
Tiago,690140,76,Computacao
Amanda,148901,24,Fisica
Amanda,107048,30,Engenharia
Lara,804884,57,Matematica
Luis,679227,67,Direito
Maria,180739,94,Direito
Ana,925681,95,Medicina
Celia,487019,14,Odontologia
Jose,553622,89,Medicina
Celia,319386,15,Fisica
Lucas,259079,69,Quimica
Luis,335765,76,Direito
Jose,592585,12,Direito
Amanda,188018,56,Matematica
Ana,119084,100,Engenharia
Celia,114008,32,Administracao
Marcos,331589,44,Medicina
Jose,605325,43,Fisica
Zeca,556509,54,Medicina
Jose,947902,53,Quimica
Ana,415045,33,Engenharia
Lara,819290,77,Medicina
Marcia,968684,77,Odontologia
Celia,996095,40,Computacao
Tiago,360570,86,Fisica
Amanda,923541,31,Quimica
Marcos,927164,15,Medicina
Joao,592941,64,Engenharia
Clara,272502,36,Odontologia
Lucia,166312,65,Medicina
Celia,526489,61,Quimica
Marcia,313745,35,Fisica
Flora,892799,45,Computacao
Marcos,140753,58,Engenharia
Marcos,680877,39,Computacao
Celia,396855,20,Medicina
Jose,708065,83,Administracao
Joao,234280,95,Fisica
Zeca,788539,32,Matematica
Clara,268886,35,Administracao
Celia,373951,34,Odontologia
Luisa,755453,19,Letras
Tiago,900964,19,Odontologia
Maria,894215,91,Fisica
Zeca,487038,21,Direito
Lara,439513,53,Letras
Julia,685369,68,Fisica
Celia,939708,96,Matematica
Marcos,656335,61,Computacao
Ana,985785,59,Engenharia
Lucia,997848,96,Engenharia
Lara,502171,21,Odontologia
Ana,388186,32,Letras
Julia,293301,44,Fisica
Julia,471734,52,Fisica
Zeca,335841,96,Fisica
Flora,806251,22,Engenharia
Zeca,297760,85,Computacao
Celia,150266,50,Fisica
Amanda,485722,42,Quimica
Lara,583426,31,Engenharia
Ana,329179,51,Odontologia
Lucas,425993,64,Fisica
Rodrigo,968124,49,Letras
Flora,752149,92,Computacao
Marcia,986709,100,Matematica
Flora,748822,43,Engenharia
Luisa,357529,99,Computacao
Tiago,432621,80,Matematica
Amanda,153017,100,Letras
Julia,238890,58,Fisica
Lara,232969,71,Quimica
Flora,179136,14,Matematica
Luisa,334109,40,Computacao
Julia,308667,48,Matematica
Marcos,652015,99,Administracao
Luis,548270,66,Matematica
Flora,277575,55,Quimica
Lucia,590970,63,Letras
Celia,539356,88,Computacao
Tiago,449793,78,Quimica
Pedro,314116,35,Administracao
Marcia,903421,37,Odontologia
Marcos,331745,20,Quimica
Luisa,130790,23,Odontologia
Zeca,552750,47,Engenharia
Lucia,845672,36,Medicina
Rodrigo,753012,75,Quimica
Celia,946694,78,Fisica
Lucas,862371,17,Engenharia
Luisa,897602,98,Quimica
Julia,520072,34,Computacao
Joao,142397,15,Matematica
Joao,745283,82,Letras
Luisa,105397,97,Direito
Julia,825003,90,Letras
Maria,571023,22,Administracao
Zeca,258728,83,Fisica
Marcia,124260,43,Computacao
Flora,523634,38,Engenharia
Clara,598414,61,Direito
Clara,316762,11,Matematica
Clara,711856,28,Matematica
Lucia,557401,43,Fisica
Lucia,261976,63,Administracao
Lucia,453313,48,Administracao
Luis,543253,84,Fisica
Zeca,482441,64,Direito
Marcia,760434,30,Computacao
Clara,372453,73,Engenharia
Flora,792562,59,Matematica
Maria,631512,14,Odontologia
Luisa,485909,32,Direito
Celia,368064,58,Quimica
Marcia,159508,46,Engenharia
Lara,802740,69,Computacao
Celia,216517,94,Letras
Rodrigo,519491,54,Engenharia
Zeca,483509,86,Letras
Flora,961998,56,Administracao
Marcos,604941,92,Letras
Luis,940267,70,Letras
Joao,670156,28,Computacao
Jose,426887,88,Computacao
Ana,410145,50,Matematica
Amanda,638764,46,Direito
Lara,559517,59,Quimica
Lucas,453661,92,Letras
Tiago,743238,15,Quimica
Maria,823755,90,Engenharia
Marcos,647037,50,Direito
Tiago,568136,61,Medicina
Maria,119050,69,Engenharia
Lucia,627762,40,Odontologia
Joao,995985,67,Matematica
Luisa,862473,44,Engenharia
Celia,774816,44,Administracao
Zeca,240680,26,Computacao
Rodrigo,618900,13,Odontologia
Marcia,949462,19,Odontologia
Tiago,630866,73,Direito
Flora,538421,87,Odontologia
Amanda,245526,61,Odontologia
Amanda,530164,24,Direito
Ana,464319,19,Medicina
Marcia,394087,59,Letras
Clara,887802,85,Direito
Celia,903169,82,Odontologia
Luisa,119577,73,Medicina
Luisa,511078,82,Computacao
Clara,820266,12,Direito
Tiago,336712,34,Computacao
Zeca,500061,17,Computacao
Tiago,706952,68,Computacao
Flora,121788,59,Direito
Marcia,284099,80,Fisica
Marcia,108541,48,Engenharia
Maria,517213,95,Quimica
Amanda,261001,53,Matematica
Marcos,418729,17,Administracao
Pedro,540460,81,Direito
Ana,677885,25,Quimica
Amanda,577835,89,Administracao
Lucas,487073,17,Administracao
Julia,509841,52,Computacao
Marcia,559736,97,Fisica
Luis,992793,87,Engenharia
Lucia,853604,15,Engenharia
Lara,887223,49,Matematica
Amanda,762348,89,Medicina
Luis,709490,19,Medicina
Lucia,881479,39,Medicina
Julia,582141,33,Letras
Marcia,150338,50,Direito
Celia,579051,47,Matematica
Julia,200868,53,Engenharia
Lucia,134997,62,Quimica
Luisa,137632,45,Computacao
Zeca,857596,57,Odontologia
Maria,304728,20,Administracao
Ana,113067,67,Matematica
Luis,281046,36,Quimica
Clara,219494,55,Quimica
Julia,508452,54,Letras
Lucia,779081,37,Letras
Luis,969391,55,Quimica
Maria,367510,91,Engenharia
Lucas,366309,34,Fisica
Jose,237224,86,Administracao
Tiago,672412,54,Computacao
Julia,332879,15,Matematica
Joao,840404,77,Odontologia
Celia,955882,84,Quimica
Maria,967967,10,Medicina
Jose,579238,81,Administracao
Maria,720938,32,Odontologia
Marcia,953044,79,Letras
Lara,520654,34,Odontologia
Zeca,149541,56,Direito
Rodrigo,721391,29,Computacao
Maria,649874,77,Fisica
Zeca,453042,89,Administracao
Flora,359492,38,Matematica
Lara,279066,33,Direito
Flora,182460,69,Engenharia
Jose,637958,93,Odontologia
Julia,659789,94,Medicina
Clara,450768,63,Computacao
Rodrigo,611777,64,Administracao
Joao,317092,35,Engenharia
Maria,144404,35,Computacao
Flora,197185,52,Odontologia
Lucas,803442,51,Letras
Lucia,599488,12,Letras
Luisa,177241,53,Letras
Rodrigo,777652,62,Medicina
Marcia,445705,62,Letras
Tiago,121550,81,Engenharia
Lara,783018,53,Medicina
Marcia,892678,50,Matematica
Celia,301698,93,Direito
Lara,498592,35,Direito
Marcos,816141,52,Fisica
Celia,813320,39,Computacao
Zeca,890610,87,Medicina
Jose,323920,82,Quimica
Luis,540083,78,Fisica
Tiago,814261,94,Medicina
Celia,395230,31,Direito
Zeca,433736,72,Odontologia
Jose,501177,45,Matematica
Lucas,859404,52,Direito
Pedro,420079,41,Odontologia
Amanda,996195,74,Odontologia
Jose,616608,21,Engenharia
Pedro,789583,56,Quimica
Flora,831794,68,Engenharia
Luis,638775,73,Engenharia
Ana,304021,11,Direito
Tiago,985169,59,Fisica
Lara,223051,65,Quimica
Lara,960454,78,Odontologia
Tiago,445815,54,Computacao
Luis,715798,24,Matematica
Luisa,771452,51,Direito
Julia,150333,29,Direito
Celia,784944,72,Engenharia
Celia,432995,30,Direito
Zeca,256069,55,Quimica
Amanda,858909,23,Computacao
Tiago,799004,96,Matematica
Rodrigo,502390,17,Quimica
Lara,351408,34,Medicina
Marcia,538863,10,Matematica
Zeca,862684,64,Odontologia
Lucas,595959,26,Matematica
Maria,916883,63,Letras
Marcia,803461,61,Engenharia
Luisa,221678,81,Quimica
Rodrigo,948224,11,Engenharia
Celia,270707,62,Administracao
Ana,525118,12,Matematica
Jose,725833,27,Letras
Ana,172228,42,Quimica
Marcia,467537,26,Direito
Rodrigo,649691,26,Direito
Lucas,757427,53,Odontologia
Marcos,739751,13,Administracao
Lucia,750025,70,Fisica
Lucia,269029,53,Odontologia
Marcos,293422,52,Direito
Ana,106324,60,Medicina
Marcia,846817,69,Medicina
Maria,887283,62,Administracao
Lucas,655950,45,Direito
Clara,864443,16,Direito
Clara,473607,59,Administracao
Luis,342289,40,Administracao
Amanda,731036,14,Quimica
Amanda,571394,66,Administracao
Zeca,236700,92,Matematica
Lucia,681801,41,Odontologia
Pedro,223332,32,Direito
Julia,438258,34,Medicina
Joao,495759,40,Computacao
Marcos,316850,20,Quimica
Flora,192417,50,Administracao
Clara,522636,65,Letras
Marcos,600210,44,Odontologia
Ana,691592,100,Medicina
Amanda,375806,100,Quimica
Lucia,262833,77,Medicina
Rodrigo,188370,78,Matematica
Clara,863542,100,Medicina
Marcos,916810,40,Computacao
Lucas,685913,40,Odontologia
Lara,932064,15,Quimica
Marcos,179586,66,Fisica
Rodrigo,102861,17,Matematica
Celia,161160,79,Letras
Marcos,122582,98,Direito
Lucas,775811,61,Engenharia
Lucia,196710,80,Medicina
Lucia,518251,18,Matematica
Lucia,915554,62,Quimica
Ana,348049,100,Letras
Marcia,857969,77,Odontologia
Amanda,787919,96,Quimica
Joao,121853,25,Fisica
Rodrigo,995409,20,Fisica
Luis,870403,31,Quimica
Lucia,565810,73,Engenharia
Celia,325984,25,Administracao
Jose,389186,22,Direito
Rodrigo,976234,60,Odontologia
Maria,506083,69,Engenharia
Lucas,554449,95,Quimica
Lucas,510932,12,Matematica
Amanda,212653,31,Odontologia
Clara,154887,73,Engenharia
Rodrigo,398204,48,Quimica
Rodrigo,864119,28,Letras
Julia,139027,53,Fisica
Julia,928397,10,Computacao
Amanda,575556,58,Computacao
Luis,534955,21,Computacao
Ana,715666,71,Quimica
Luis,537657,56,Quimica
Luisa,334010,12,Engenharia
Julia,725897,25,Engenharia
Jose,307660,77,Quimica
Lara,708865,37,Administracao
Rodrigo,101167,54,Engenharia
Jose,915931,57,Matematica
Luis,350930,81,Medicina
Tiago,494816,10,Administracao
Zeca,758829,35,Odontologia
Lucia,694659,46,Engenharia
Jose,226429,68,Matematica
Lucia,992147,16,Matematica
Jose,676125,87,Quimica
Lara,889431,33,Computacao
Clara,824307,85,Direito
Zeca,114412,90,Computacao
Jose,636831,40,Administracao
Lucia,434579,70,Fisica
Ana,527011,88,Matematica
Amanda,245381,70,Administracao
Jose,840688,66,Computacao
Jose,137970,21,Administracao
Lucas,726832,73,Letras
Maria,489578,94,Medicina
Luisa,478838,74,Computacao
Luisa,998406,100,Matematica
Julia,934446,28,Engenharia
Pedro,386180,91,Medicina
Luis,866593,89,Matematica
Tiago,523116,73,Letras
Amanda,624247,76,Matematica
Joao,926114,75,Administracao
Luis,110221,34,Computacao
Clara,427749,88,Direito
Marcos,333005,58,Odontologia
Zeca,954395,56,Odontologia
Zeca,258694,85,Administracao
Lucia,622141,98,Quimica
Joao,934104,99,Computacao
Marcos,443797,40,Medicina
Pedro,775507,90,Quimica
Joao,698684,72,Medicina
Clara,929949,69,Administracao
Ana,123301,10,Matematica
Ana,112123,46,Direito
Julia,606945,54,Direito
Lucas,960399,69,Fisica
Luisa,389905,95,Fisica
Joao,485083,47,Direito
Julia,874805,73,Odontologia
Celia,443154,58,Engenharia
Ana,896930,26,Odontologia
Amanda,371089,36,Direito
Lucas,805703,38,Medicina
Julia,909397,30,Letras
Jose,347722,61,Matematica
Tiago,428583,11,Administracao
Marcia,528377,16,Fisica
Marcos,827067,10,Computacao
Maria,636813,97,Engenharia
Flora,972389,27,Direito
Maria,194960,28,Direito
Julia,330322,98,Engenharia
Joao,996755,23,Medicina
Luis,216395,24,Odontologia
Lucas,584497,91,Engenharia
Jose,851802,53,Odontologia
Lara,747142,21,Letras
Luisa,316910,80,Engenharia
Amanda,796944,32,Medicina
Luisa,722278,14,Fisica
Luisa,449328,82,Matematica
Flora,347905,24,Administracao
Luis,929414,12,Direito
Amanda,631100,100,Letras
Lucas,434685,21,Computacao
Celia,468498,58,Direito
Amanda,599972,20,Fisica
Celia,907211,26,Engenharia
Amanda,206748,62,Engenharia
Ana,964699,35,Medicina
Lucas,637697,72,Quimica
Flora,137210,66,Odontologia
Lara,958536,80,Medicina
Ana,981998,70,Fisica
Flora,308044,88,Administracao
Marcos,268647,50,Letras
Pedro,964537,97,Direito
Joao,788843,35,Engenharia
Julia,910412,12,Administracao
Zeca,850752,72,Fisica
Marcos,438952,23,Fisica
Maria,574039,78,Administracao
Luisa,313520,86,Direito
Jose,255628,96,Engenharia
Celia,390241,54,Direito
Joao,196216,80,Direito
Pedro,809501,99,Quimica
Julia,792086,12,Matematica
Lara,878108,41,Direito
Marcia,527417,65,Computacao
Julia,634492,31,Computacao
Marcia,711422,36,Fisica
Marcos,722661,81,Direito
Julia,861276,11,Letras
Lara,206556,36,Fisica
Flora,263415,89,Direito
Tiago,221935,92,Fisica
Tiago,919309,60,Engenharia
Celia,202142,79,Matematica
Rodrigo,458059,54,Direito
Lara,588813,12,Computacao
Jose,472716,65,Odontologia
Lara,338751,75,Letras
Amanda,853884,20,Letras
Flora,516007,49,Administracao
Clara,451741,66,Engenharia
Joao,105990,38,Matematica
Rodrigo,631053,91,Administracao
Lucia,824085,31,Medicina
Zeca,960443,46,Matematica
Pedro,910442,13,Administracao
Zeca,172959,47,Computacao
Maria,267650,76,Fisica
Amanda,376512,45,Computacao
Marcia,488391,99,Fisica
Pedro,853677,91,Engenharia
Jose,447790,34,Quimica
Lara,444846,13,Medicina
Lucia,689724,31,Engenharia
Marcos,554089,68,Fisica
Lucas,169273,38,Medicina
Clara,614066,69,Odontologia
Celia,582114,80,Computacao
Lucas,628088,66,Computacao
Clara,163459,43,Matematica
Jose,613121,28,Odontologia
Lara,959394,29,Fisica
Maria,251832,74,Fisica
Zeca,309351,99,Fisica
Amanda,303507,16,Medicina
Tiago,818006,27,Engenharia
Luis,505002,98,Direito
Joao,249765,66,Letras
Rodrigo,639985,51,Quimica
Jose,458999,19,Quimica
Lara,408293,18,Letras
Clara,463983,54,Odontologia
Flora,885852,19,Fisica
Luis,599403,11,Matematica
Luisa,610286,36,Administracao
Tiago,801840,30,Direito
Zeca,794606,39,Matematica
Marcos,923777,82,Medicina
Flora,921589,90,Letras
Zeca,522373,14,Fisica
Zeca,989346,93,Medicina
Pedro,343294,39,Fisica
Luis,214826,74,Fisica
Lara,824095,69,Matematica
Lucia,105136,16,Matematica
Julia,239257,79,Odontologia
Lucas,693093,80,Matematica
Amanda,107581,67,Engenharia
Marcos,499288,67,Computacao
Celia,482674,40,Odontologia
Jose,996117,52,Odontologia
Amanda,443558,48,Administracao
Ana,931130,51,Medicina
Joao,889551,95,Matematica
Amanda,839937,34,Letras
Luis,636693,98,Engenharia
Tiago,151715,24,Engenharia
Luisa,351853,10,Fisica
Zeca,229089,21,Engenharia
Clara,565247,58,Quimica
Marcos,544399,52,Fisica
Joao,219128,33,Fisica
Tiago,867893,33,Letras
Amanda,835659,55,Fisica
Flora,868169,18,Administracao
Amanda,546846,15,Fisica
Celia,911689,86,Engenharia
Maria,856471,90,Direito
Marcos,171655,87,Administracao
Luis,540079,85,Engenharia
Lucia,159779,17,Medicina
Lucas,491501,36,Medicina
Clara,484706,31,Engenharia
Tiago,766791,36,Administracao
Maria,267809,78,Fisica
Maria,444857,55,Direito
Lucas,209948,84,Letras
Luis,119555,78,Odontologia
Maria,985747,67,Computacao
Ana,614163,84,Odontologia
Zeca,264283,72,Odontologia
Lara,578965,33,Letras
Maria,508359,26,Fisica
Amanda,755336,71,Engenharia
Jose,947785,83,Matematica
Pedro,399641,15,Administracao
Lara,130021,28,Engenharia
Lara,495175,98,Engenharia
Clara,417745,67,Medicina
Julia,327104,88,Fisica
Pedro,879986,83,Engenharia
Maria,391977,39,Direito
Lucas,413298,33,Quimica
Jose,935132,31,Fisica
Flora,142674,98,Administracao
Luisa,278600,20,Letras
Rodrigo,258299,92,Fisica
Tiago,434352,61,Fisica
Rodrigo,496331,24,Quimica
Luisa,673736,51,Odontologia
Marcos,866003,80,Computacao
Jose,562796,29,Medicina
Marcia,479005,79,Medicina
Pedro,244687,96,Odontologia
Marcos,978461,94,Computacao
Marcia,168425,53,Quimica
Marcia,381786,47,Medicina
Joao,163601,93,Computacao
Ana,332332,18,Administracao
Zeca,419152,56,Matematica
Maria,980471,60,Fisica
Rodrigo,475726,96,Administracao
Flora,310732,77,Fisica
Celia,638411,52,Administracao
Amanda,800159,35,Administracao
Maria,191892,57,Direito
Lucas,640283,12,Fisica
Joao,559146,61,Direito
Lucas,111410,13,Odontologia
Zeca,103677,15,Odontologia
Zeca,730863,68,Fisica
Luisa,925350,45,Matematica
Zeca,250063,57,Direito
Joao,400663,90,Administracao
Marcos,781216,24,Quimica
Maria,951735,69,Quimica
Marcia,639292,67,Matematica
Jose,915611,42,Medicina
Luis,200697,63,Computacao
Joao,762573,69,Letras
Marcia,707824,36,Letras
Flora,712388,22,Matematica
Celia,262550,57,Matematica
Maria,137377,42,Letras
Clara,538748,85,Quimica
Maria,701993,24,Quimica
Amanda,773495,14,Letras
Celia,957187,31,Medicina
Jose,438045,91,Engenharia
Marcos,902853,66,Direito
Marcia,140200,92,Administracao
Lucas,716552,77,Computacao
Julia,496349,45,Computacao
Lucas,934773,90,Computacao
Marcos,111656,25,Quimica
Jose,484086,59,Direito
Lara,838408,48,Direito
Lucas,559351,64,Quimica
Rodrigo,545707,80,Medicina
Rodrigo,121523,57,Direito
Tiago,189409,90,Computacao
Amanda,673866,83,Matematica
Tiago,709457,17,Computacao
Lara,980931,68,Engenharia
Julia,226242,57,Odontologia
Ana,820064,76,Fisica
Amanda,101874,62,Letras
Zeca,841633,56,Administracao
Marcos,789752,55,Direito
Rodrigo,150711,61,Matematica
Lucia,876956,84,Letras
Amanda,813810,42,Administracao
Lucas,723026,16,Administracao
Marcos,220079,48,Computacao
Celia,293116,25,Quimica
Tiago,687262,91,Letras
Marcia,439491,36,Direito
Marcia,183236,76,Direito
Maria,175373,89,Administracao
Clara,372326,99,Administracao
Clara,728933,36,Quimica
Lara,627797,44,Direito
Julia,477295,16,Engenharia
Marcos,774740,88,Engenharia
Lara,825691,87,Direito
Flora,900374,30,Quimica
Marcos,955569,88,Letras
Celia,317538,27,Direito
Luis,673013,19,Medicina
Clara,526966,11,Odontologia
Pedro,608488,48,Administracao
Pedro,708108,30,Letras
Celia,141779,18,Computacao
Ana,133675,34,Fisica
Lucia,442463,69,Administracao
Luis,508531,16,Quimica
Maria,204452,88,Direito
Celia,207393,26,Quimica
Marcos,436414,22,Odontologia
Marcia,993215,52,Quimica
Pedro,236855,15,Administracao
Flora,163541,10,Direito
Joao,761953,88,Engenharia
Lara,480202,26,Computacao
Luis,346131,13,Odontologia
Tiago,764559,19,Letras
Ana,850245,79,Administracao
Jose,633291,87,Medicina
Lara,369247,97,Medicina
Pedro,848373,92,Medicina
Marcos,649917,15,Medicina
Julia,693739,61,Engenharia
Jose,521524,22,Engenharia
Maria,389259,95,Odontologia
Rodrigo,997299,97,Matematica
Ana,748467,21,Medicina
Pedro,470750,57,Computacao
Flora,965249,50,Direito
Jose,595881,30,Fisica
Pedro,633538,90,Quimica
Jose,286065,78,Engenharia
Joao,812178,73,Letras
Luis,349440,97,Odontologia
Amanda,609387,17,Computacao
Clara,806497,20,Fisica
Rodrigo,610939,87,Quimica
Ana,715829,61,Odontologia
Marcia,476852,89,Computacao
Joao,114981,65,Fisica
Lucia,391615,33,Direito
Julia,851966,95,Matematica
Flora,337444,67,Matematica
Marcos,522762,62,Direito
Julia,380968,92,Quimica
Clara,888467,44,Engenharia
Tiago,665429,88,Quimica
Amanda,222262,75,Computacao
Tiago,488431,40,Odontologia
Tiago,257176,64,Medicina
Ana,479210,65,Administracao
Pedro,572760,56,Letras
Tiago,920409,99,Direito
Zeca,897320,33,Letras
Maria,691941,52,Medicina
Maria,976594,79,Matematica
Lucas,313854,55,Quimica
Luisa,888510,73,Odontologia
Marcia,544227,38,Engenharia
Lucia,870041,31,Quimica
Pedro,890829,74,Administracao
Ana,180439,48,Quimica
Rodrigo,255808,25,Administracao
Pedro,630804,94,Computacao
Lara,235965,17,Matematica
Lucas,225066,89,Computacao
Jose,438832,84,Quimica
Julia,138038,53,Direito
Luis,517752,74,Quimica
Lara,921352,20,Medicina
Amanda,525597,97,Matematica
Lara,890492,19,Direito
Lucia,697922,79,Computacao
Lucia,108467,36,Quimica
Maria,881228,34,Administracao
Jose,410444,13,Odontologia
Ana,684849,84,Quimica
Julia,688882,81,Letras
Pedro,721741,85,Medicina
Amanda,811892,12,Engenharia
Rodrigo,198354,24,Fisica
Lucas,122650,96,Direito
Lucas,416322,36,Quimica
Clara,685919,45,Administracao
Pedro,734509,76,Fisica
Amanda,581874,72,Computacao
Jose,421688,14,Computacao
Lucas,569853,50,Odontologia
Flora,367579,56,Fisica
Flora,845094,30,Odontologia
Ana,887152,65,Fisica
Maria,320186,33,Direito
Celia,767723,56,Direito
Tiago,498374,51,Letras
Amanda,788977,97,Medicina
Lucia,201683,70,Computacao
Ana,242857,18,Computacao
Luisa,472747,95,Fisica
Lucia,527580,90,Administracao
Jose,309527,23,Administracao
Jose,152679,100,Odontologia
Marcos,546699,44,Medicina
Celia,318272,96,Quimica
Tiago,568648,76,Direito
Zeca,863635,98,Matematica
Flora,757515,54,Odontologia
Pedro,440878,48,Odontologia
Maria,856644,12,Matematica
Flora,400556,68,Letras
Marcos,706507,25,Direito
Tiago,468823,52,Fisica
Maria,310557,65,Quimica
Jose,689044,29,Matematica
Lara,443127,44,Engenharia
Amanda,738097,77,Computacao
Clara,884786,37,Odontologia
Julia,379176,43,Engenharia
Ana,529323,99,Direito
Ana,599594,95,Engenharia
Amanda,436343,55,Fisica
Joao,790868,13,Matematica
Flora,170830,10,Letras
Lucia,339123,82,Matematica
Marcos,117066,30,Direito
Lucas,350646,19,Fisica
Lucia,136023,70,Letras
Pedro,517491,30,Direito
Ana,639430,81,Matematica
Jose,163988,33,Odontologia
Jose,717355,100,Odontologia
Amanda,152908,43,Quimica
Julia,170522,84,Administracao
Rodrigo,633800,46,Engenharia
Ana,670408,34,Letras
Luisa,405494,100,Computacao
Rodrigo,500968,50,Odontologia
Rodrigo,648520,53,Matematica
Zeca,732652,35,Administracao
Rodrigo,988093,61,Administracao
Amanda,285578,71,Medicina
Luisa,764920,96,Engenharia
Marcos,889820,75,Quimica
Joao,749285,49,Engenharia
Julia,293810,50,Direito
Clara,836924,45,Odontologia
Amanda,433334,80,Letras
Ana,891263,80,Letras
Lucia,401299,87,Engenharia
Maria,210333,50,Medicina
Amanda,541666,10,Letras
Ana,233714,53,Direito
Maria,701845,34,Engenharia
Clara,908223,75,Administracao
Luis,912421,72,Direito
Julia,972570,85,Direito
Lucas,329453,19,Engenharia
Clara,467709,96,Quimica
Joao,232140,40,Matematica
Joao,560535,98,Medicina
Amanda,260794,15,Computacao
Zeca,213150,16,Direito
Rodrigo,180554,94,Fisica
Marcos,190684,82,Administracao
Joao,452141,64,Matematica
Clara,399137,28,Quimica
Celia,296647,98,Direito
Tiago,703674,82,Quimica
Clara,994955,32,Administracao
Lara,804100,81,Computacao
Marcos,119157,91,Direito
Flora,723530,29,Quimica
Flora,100046,81,Computacao
Lucas,464537,64,Matematica
Flora,897994,83,Quimica
Pedro,682514,84,Quimica
Marcos,760632,46,Engenharia
Pedro,911696,84,Engenharia
Lucas,782259,36,Matematica
Jose,665466,32,Fisica
Lucas,780136,20,Quimica
Lara,701250,71,Letras
Ana,933108,40,Letras
Maria,967780,58,Engenharia
Lucas,559134,55,Odontologia
